location,date,total_cases,new_cases_smoothed,total_cases_per_million,new_cases_smoothed_per_million,reproduction_rate,positive_rate,tests_per_case,new_deaths_smoothed
Nepal,31/10/2021,812570,502,27382.382,16.917,0.82,0.067,14.9,8.429
Nepal,1/11/2021,813011,468.857,27397.243,15.8,0.79,0.064,15.7,7.857
Nepal,2/11/2021,813433,447.857,27411.464,15.092,0.76,0.064,15.6,7.857
Nepal,3/11/2021,813828,421.143,27424.775,14.192,0.75,0.061,16.4,7.714
Nepal,4/11/2021,814115,386.857,27434.446,13.037,0.74,0.064,15.7,7.714
Netherlands,6/10/2021,2052226,1799.429,119502.403,104.782,1.16,0.084,11.9,5.286
Netherlands,7/10/2021,2055052,1946.143,119666.963,113.325,1.23,0.084,11.9,5.857
Netherlands,8/10/2021,2057891,2093,119832.279,121.877,1.26,0.084,11.9,5.286
Netherlands,9/10/2021,2060448,2209.857,119981.175,128.681,1.27,0.084,11.9,4.714
Netherlands,10/10/2021,2062742,2301.571,120114.756,134.022,1.28,0.084,11.9,4.571
Netherlands,11/10/2021,2065511,2457.571,120275.997,143.106,1.32,0.084,11.9,4.571
Netherlands,12/10/2021,2068483,2604.714,120449.058,151.674,1.35,0.084,11.9,4.571
Netherlands,13/10/2021,2072255,2861.286,120668.704,166.614,1.36,0.084,11.9,5.429
Netherlands,14/10/2021,2075949,2985.286,120883.808,173.835,1.34,0.084,11.9,5
Netherlands,15/10/2021,2079689,3114,121101.591,181.33,1.33,0.084,11.9,6
Netherlands,16/10/2021,2083444,3285.143,121320.247,191.296,1.32,0.084,11.9,6.429
Netherlands,17/10/2021,2087144,3486,121535.7,202.992,1.32,0.07,14.3,7.143
Netherlands,18/10/2021,2090522,3573,121732.403,208.058,1.32,0.07,14.3,7
Netherlands,19/10/2021,2094470,3712.429,121962.298,216.177,1.34,0.07,14.3,7.857
Netherlands,20/10/2021,2099103,3835.429,122232.08,223.339,1.36,0.07,14.3,7.571
Netherlands,21/10/2021,2104333,4054.857,122536.626,236.117,1.39,0.07,14.3,8.143
Netherlands,22/10/2021,2110236,4363.857,122880.362,254.11,1.41,0.07,14.3,8.286
Netherlands,23/10/2021,2115936,4641.714,123212.276,270.29,1.42,0.07,14.3,10.857
Netherlands,24/10/2021,2122247,5014.714,123579.77,292.01,1.41,0.093,10.8,10.286
Netherlands,25/10/2021,2127556,5290.571,123888.916,308.073,1.39,0.093,10.8,10.571
Netherlands,26/10/2021,2133367,5556.714,124227.294,323.571,1.38,0.093,10.8,11.429
Netherlands,27/10/2021,2140671,5938.286,124652.611,345.79,1.38,0.093,10.8,12.286
Netherlands,28/10/2021,2148383,6292.857,125101.685,366.437,1.36,0.093,10.8,13.286
Netherlands,29/10/2021,2155810,6510.571,125534.164,379.115,1.35,0.093,10.8,13.714
Netherlands,30/10/2021,2163794,6836.857,125999.077,398.114,1.35,0.093,10.8,12.286
Netherlands,31/10/2021,2171990,7106.143,126476.336,413.795,1.35,0.12,8.3,14
Netherlands,1/11/2021,2179710,7450.571,126925.876,433.851,1.34,0.12,8.3,14.857
Netherlands,2/11/2021,2187466,7728.429,127377.513,450.031,1.33,0.12,8.3,14.714
Netherlands,3/11/2021,2196598,7989.571,127909.275,465.238,1.33,0.12,8.3,17
Netherlands,4/11/2021,2206853,8352.857,128506.43,486.392,1.34,0.12,8.3,18.143
New Zealand,6/10/2021,4481,29.571,874.751,5.773,1.3,0.002,617.6,0
New Zealand,7/10/2021,4528,33.714,883.926,6.581,1.31,0.002,570.7,0.143
New Zealand,8/10/2021,4564,34.857,890.954,6.805,1.33,0.002,590.5,0.143
New Zealand,9/10/2021,4625,38.857,902.862,7.585,1.34,0.002,541.4,0.143
New Zealand,10/10/2021,4660,39.571,909.694,7.725,1.34,0.002,550.2,0.143
New Zealand,11/10/2021,4705,42.286,918.479,8.255,1.35,0.002,515,0.143
New Zealand,12/10/2021,4760,44.143,929.216,8.617,1.36,0.002,498.7,0.143
New Zealand,13/10/2021,4832,50.143,943.271,9.789,1.37,0.002,442.1,0.143
New Zealand,14/10/2021,4898,52.857,956.155,10.318,1.36,0.002,433.6,0
New Zealand,15/10/2021,4940,53.714,964.354,10.486,1.36,0.002,421,0
New Zealand,16/10/2021,4992,52.429,974.505,10.235,1.36,0.002,431.7,0
New Zealand,17/10/2021,5056,56.571,986.999,11.043,1.37,0.002,408.9,0
New Zealand,18/10/2021,5154,64.143,1006.13,12.522,1.39,0.003,379.7,0
New Zealand,19/10/2021,5214,64.857,1017.843,12.661,1.38,0.003,376.3,0
New Zealand,20/10/2021,5316,69.143,1037.754,13.498,1.39,0.003,354.1,0
New Zealand,21/10/2021,5450,78.857,1063.913,15.394,1.38,0.003,306.9,0
New Zealand,22/10/2021,5555,87.857,1084.41,17.151,1.37,0.004,275.5,0
New Zealand,23/10/2021,5639,92.429,1100.808,18.043,1.35,0.004,265.5,0
New Zealand,24/10/2021,5750,99.143,1122.477,19.354,1.34,0.004,250.9,0
New Zealand,25/10/2021,5823,95.571,1136.727,18.657,1.33,0.004,260.9,0
New Zealand,26/10/2021,5900,98,1151.759,19.131,1.32,0.004,250.8,0
New Zealand,27/10/2021,5996,97.143,1170.499,18.964,1.32,0.004,240.1,0
New Zealand,28/10/2021,6125,96.429,1195.682,18.824,1.33,0.004,240.7,0
New Zealand,29/10/2021,6286,104.429,1227.111,20.386,1.33,0.004,228.3,0
New Zealand,30/10/2021,6429,112.857,1255.027,22.031,1.32,0.005,210.8,0
New Zealand,31/10/2021,6595,120.714,1287.432,23.565,1.31,0.005,196.6,0
New Zealand,1/11/2021,6724,128.714,1312.615,25.127,1.3,0.005,186.1,0
New Zealand,2/11/2021,6833,133.286,1333.893,26.019,1.29,0.005,183.6,0
New Zealand,3/11/2021,6973,139.571,1361.223,27.246,1.28,0.005,187.6,0
New Zealand,4/11/2021,7139,144.857,1393.628,28.278,1.28,0.005,186.6,0.143
Nigeria,6/10/2021,206561,153.857,977.106,0.728,0.86,0.016,64.5,4.286
Nigeria,7/10/2021,207167,198.286,979.973,0.938,0.88,0.021,47,3
Nigeria,8/10/2021,207479,219.857,981.449,1.04,0.88,0.025,39.7,2.714
Nigeria,9/10/2021,207618,222,982.106,1.05,0.88,0.027,36.7,3
Nigeria,10/10/2021,207694,222.286,982.466,1.051,0.88,0.029,34,3.286
Nigeria,11/10/2021,207978,242.714,983.809,1.148,0.88,0.032,30.9,4.571
Nigeria,12/10/2021,207979,202.571,983.814,0.958,0.89,0.027,36.7,3.571
Nigeria,13/10/2021,208404,263.286,985.825,1.245,0.9,0.036,28.1,4.286
Nigeria,14/10/2021,208404,176.714,985.825,0.836,0.9,0.024,41.5,2.714
Nigeria,15/10/2021,208797,188.286,987.684,0.891,0.91,0.026,38.7,3.714
Nigeria,16/10/2021,209173,222.143,989.462,1.051,0.91,0.031,32.5,8.429
Nigeria,17/10/2021,209298,229.143,990.053,1.084,0.9,0.032,31.3,12.857
Nigeria,18/10/2021,209387,201.286,990.474,0.952,0.89,0.028,35.6,11.714
Nigeria,19/10/2021,209546,223.857,991.227,1.059,0.89,0.031,32,11.714
Nigeria,20/10/2021,209713,187,992.017,0.885,0.9,0.021,46.8,11.286
Nigeria,21/10/2021,209960,222.286,993.185,1.051,0.9,0.021,46.6,12.714
Nigeria,22/10/2021,210136,191.286,994.018,0.905,0.9,0.016,62.4,12.286
Nigeria,23/10/2021,210295,160.286,994.77,0.758,0.9,0.012,84.4,7.429
Nigeria,24/10/2021,210460,166,995.55,0.785,0.9,0.011,91,6.429
Nigeria,25/10/2021,211171,254.857,998.913,1.206,0.9,0.017,58.6,6.571
Nigeria,26/10/2021,211330,254.857,999.666,1.206,0.88,0.017,57.9,6.571
Nigeria,27/10/2021,211496,254.714,1000.451,1.205,0.85,0.02,51,6.571
Nigeria,28/10/2021,211678,245.429,1001.312,1.161,0.83,0.022,45.7,6
Nigeria,29/10/2021,211798,237.429,1001.879,1.123,0.81,0.025,39.8,5.714
Nigeria,30/10/2021,211887,227.429,1002.3,1.076,0.79,0.03,33.8,5.571
Nigeria,31/10/2021,211961,214.429,1002.65,1.014,0.78,0.036,27.5,2
Nigeria,1/11/2021,212051,125.714,1003.076,0.595,0.77,0.021,48.7,2
Nigeria,2/11/2021,212150,117.143,1003.544,0.554,0.76,0.018,54.2,2.143
Nigeria,3/11/2021,212359,123.286,1004.533,0.583,0.76,0.019,53.3,2
Nigeria,4/11/2021,212446,109.714,1004.945,0.519,0.74,0.016,61.9,1.429
Norway,6/10/2021,192079,461.286,35143.073,84.398,0.81,0.048,20.8,1.429
Norway,7/10/2021,192587,450.857,35236.018,82.49,0.83,0.048,20.7,1.429
Norway,8/10/2021,193054,448.429,35321.461,82.045,0.84,0.049,20.3,1.429
Norway,9/10/2021,193275,435.857,35361.895,79.745,0.86,0.048,20.7,1.429
Norway,10/10/2021,193562,432.714,35414.405,79.17,0.88,0.049,20.6,1.429
Norway,11/10/2021,193734,388.143,35445.875,71.015,0.9,0.045,22.1,1.429
Norway,12/10/2021,194630,433,35609.808,79.222,0.94,0.053,19,1.429
Norway,13/10/2021,195029,421.429,35682.81,77.105,0.95,0.053,18.9,1.857
Norway,14/10/2021,195385,399.714,35747.944,73.132,0.97,0.052,19.1,1.857
Norway,15/10/2021,195808,393.429,35825.337,71.982,1,0.052,19.1,1.857
Norway,16/10/2021,196142,409.571,35886.446,74.936,1.04,0.055,18.1,1.857
Norway,17/10/2021,196351,398.429,35924.685,72.897,1.07,0.054,18.6,1.857
Norway,18/10/2021,196896,451.714,36024.399,82.646,1.12,0.061,16.5,1.857
Norway,19/10/2021,197504,410.571,36135.64,75.119,1.16,0.055,18.3,1.857
Norway,20/10/2021,198161,447.429,36255.845,81.862,1.2,0.058,17.2,1.286
Norway,21/10/2021,198909,503.429,36392.701,92.108,1.24,0.064,15.7,1.286
Norway,22/10/2021,199550,534.571,36509.979,97.806,1.27,0.066,15.2,1.429
Norway,23/10/2021,200093,564.429,36609.327,103.269,1.3,0.068,14.6,1.429
Norway,24/10/2021,200517,595.143,36686.903,108.888,1.33,0.071,14.1,1.429
Norway,25/10/2021,201410,644.857,36850.287,117.984,1.36,0.074,13.5,1.429
Norway,26/10/2021,202554,721.429,37059.596,131.994,1.37,0.079,12.6,1.571
Norway,27/10/2021,203734,796.143,37275.49,145.664,1.38,0.084,11.9,1
Norway,28/10/2021,204730,831.571,37457.72,152.146,1.38,0.083,12.1,1
Norway,29/10/2021,205855,900.714,37663.552,164.796,1.38,0.086,11.6,0.857
Norway,30/10/2021,206653,937.143,37809.555,171.461,1.37,0.088,11.4,0.857
Norway,31/10/2021,207280,966.143,37924.272,176.767,1.37,0.09,11.1,0.857
Norway,1/11/2021,208615,1029.286,38168.526,188.32,1.37,0.091,11,1.143
Norway,2/11/2021,210241,1098.143,38466.021,200.918,1.37,0.093,10.8,1
Norway,3/11/2021,211755,1145.857,38743.025,209.648,1.36,0.092,10.9,2.714
Norway,4/11/2021,213289,1222.714,39023.688,223.71,1.35,0.096,10.4,2.857
Pakistan,6/10/2021,1255321,1456.286,5574.251,6.467,0.73,0.029,34.5,43.286
Pakistan,7/10/2021,1256233,1385,5578.301,6.15,0.72,0.028,36.2,39
Pakistan,8/10/2021,1257188,1283.714,5582.542,5.7,0.71,0.026,38.5,36.571
Pakistan,9/10/2021,1258015,1165.286,5586.214,5.174,0.71,0.024,41.7,34.286
Pakistan,10/10/2021,1258959,1087.286,5590.406,4.828,0.72,0.023,43.2,34.429
Pakistan,11/10/2021,1259648,998.857,5593.465,4.435,0.72,0.022,45.9,29.286
Pakistan,12/10/2021,1260669,971.571,5597.999,4.314,0.73,0.022,46.2,26.714
Pakistan,13/10/2021,1261685,909.143,5602.511,4.037,0.73,0.02,49,24.143
Pakistan,14/10/2021,1262771,934,5607.333,4.147,0.74,0.021,47.1,24.286
Pakistan,15/10/2021,1263664,925.143,5611.298,4.108,0.73,0.02,48.8,23.571
Pakistan,16/10/2021,1264384,909.857,5614.496,4.04,0.73,0.02,49.8,23.286
Pakistan,17/10/2021,1265047,869.714,5617.44,3.862,0.73,0.019,53,20.857
Pakistan,18/10/2021,1265650,857.429,5620.117,3.807,0.73,0.018,54.1,21.143
Pakistan,19/10/2021,1266204,790.714,5622.577,3.511,0.73,0.017,58.9,19.857
Pakistan,20/10/2021,1266826,734.429,5625.339,3.261,0.74,0.016,63.2,18.143
Pakistan,21/10/2021,1267393,660.286,5627.857,2.932,0.75,0.014,69.5,16.571
Pakistan,22/10/2021,1267945,611.571,5630.308,2.716,0.76,0.014,71.7,15.286
Pakistan,23/10/2021,1268536,593.143,5632.933,2.634,0.78,0.014,72.8,15.429
Pakistan,24/10/2021,1269234,598.143,5636.032,2.656,0.8,0.014,71.2,15.143
Pakistan,25/10/2021,1269806,593.714,5638.572,2.636,0.81,0.014,70.8,13.143
Pakistan,26/10/2021,1270322,588.286,5640.863,2.612,0.82,0.014,71,13.286
Pakistan,27/10/2021,1271027,600.143,5643.994,2.665,0.83,0.015,68.8,12.286
Pakistan,28/10/2021,1271687,613.429,5646.925,2.724,0.84,0.015,68.5,12.429
Pakistan,29/10/2021,1272345,628.571,5649.846,2.791,0.85,0.015,68.2,11.429
Pakistan,30/10/2021,1273078,648.857,5653.101,2.881,0.85,0.015,66.8,10.286
Pakistan,31/10/2021,1273560,618,5655.242,2.744,0.85,0.014,70.9,10
Pakistan,1/11/2021,1274017,601.571,5657.271,2.671,0.85,0.014,73.5,10.571
Pakistan,2/11/2021,1274578,608,5659.762,2.7,0.86,0.014,72.1,10.286
Pakistan,3/11/2021,1275158,590.143,5662.337,2.621,0.86,0.013,75.6,11.714
Pakistan,4/11/2021,1275673,569.429,5664.624,2.529,0.86,0.013,77,10.857
Palestine,6/10/2021,439845,5370,84217.03,1028.193,0.53,0.778,1.3,51.143
Palestine,7/10/2021,440936,5317.143,84425.924,1018.072,0.47,0.784,1.3,51.143
Palestine,8/10/2021,441882,5260.857,84607.054,1007.295,0.43,0.818,1.2,49.286
Palestine,9/10/2021,441882,5157.429,84607.054,987.492,0.41,0.809,1.2,47.571
Palestine,10/10/2021,441882,5032.857,84607.054,963.64,0.38,0.806,1.2,45.857
Palestine,11/10/2021,443766,5079.286,84967.783,972.53,0.35,0.843,1.2,49.714
Palestine,12/10/2021,444729,5034.286,85152.169,963.914,0.34,0.858,1.2,50.143
Palestine,13/10/2021,445538,813.286,85307.068,155.72,0.34,0.142,7,13.429
Palestine,14/10/2021,446294,765.429,85451.819,146.556,0.34,0.137,7.3,13
Palestine,15/10/2021,447032,735.714,85593.124,140.867,0.35,0.137,7.3,13
Palestine,16/10/2021,447032,735.714,85593.124,140.867,0.36,0.137,7.3,13
Palestine,17/10/2021,447032,735.714,85593.124,140.867,0.37,0.137,7.3,13
Palestine,18/10/2021,448322,650.857,85840.12,124.619,0.38,0.137,7.3,11.571
Palestine,19/10/2021,449031,614.571,85975.872,117.672,0.39,0.137,7.3,9.857
Palestine,20/10/2021,449705,595.286,86104.922,113.979,0.39,0.137,7.3,9.571
Palestine,21/10/2021,449980,526.571,86157.577,100.823,0.4,0.137,7.3,8.143
Palestine,22/10/2021,450310,468.286,86220.762,89.663,0.42,0.096,10.4,7.857
Palestine,23/10/2021,450310,468.286,86220.762,89.663,0.45,0.095,10.5,7.857
Palestine,24/10/2021,450310,468.286,86220.762,89.663,0.48,0.095,10.5,7.857
Palestine,25/10/2021,451459,448.143,86440.76,85.806,0.51,0.094,10.7,7.286
Palestine,26/10/2021,451897,409.429,86524.624,78.393,0.51,0.089,11.2,7.714
Palestine,27/10/2021,452272,366.714,86596.425,70.215,0.52,0.08,12.5,7.429
Palestine,28/10/2021,452642,380.286,86667.269,72.813,0.53,0.09,11.1,7.571
Palestine,29/10/2021,452997,383.857,86735.241,73.497,0.55,0.095,10.5,7.429
Palestine,30/10/2021,452997,383.857,86735.241,73.497,0.57,0.097,10.4,7.429
Palestine,31/10/2021,452997,383.857,86735.241,73.497,0.6,0.098,10.2,7.429
Palestine,1/11/2021,453782,331.857,86885.545,63.541,0.63,0.087,11.5,6.429
Palestine,2/11/2021,454172,325,86960.218,62.228,0.64,0.086,11.6,6.429
Palestine,3/11/2021,454509,319.571,87024.743,61.188,0.64,0.086,11.6,6.143
Palestine,4/11/2021,454799,308.143,87080.269,59,0.64,0.083,12,5.714
Panama,6/10/2021,468325,210.571,106884.886,48.058,0.87,0.033,30.4,4.571
Panama,7/10/2021,468545,204.571,106935.096,46.689,0.87,0.032,31.1,4.429
Panama,8/10/2021,468740,200.286,106979.601,45.711,0.88,0.032,31.2,4.286
Panama,9/10/2021,468963,199.714,107030.496,45.58,0.88,0.032,30.8,4
Panama,10/10/2021,469082,191.714,107057.655,43.755,0.89,0.032,31.7,4.143
Panama,11/10/2021,469190,189.857,107082.303,43.331,0.89,0.031,32.1,3.857
Panama,12/10/2021,469440,189.429,107139.36,43.233,0.9,0.031,32.4,3.571
Panama,13/10/2021,469569,177.714,107168.802,40.559,0.9,0.031,32.7,2.857
Panama,14/10/2021,469569,146.286,107168.802,33.386,0.91,0.027,36.7,2.286
Panama,15/10/2021,469998,179.714,107266.712,41.016,0.94,0.036,27.5,4
Panama,16/10/2021,469998,147.857,107266.712,33.745,0.94,0.025,39.7,3.429
Panama,17/10/2021,470264,168.857,107327.42,38.538,0.96,0.028,35.3,3.429
Panama,18/10/2021,470395,172.143,107357.318,39.288,0.96,0.029,34.6,3.286
Panama,19/10/2021,470395,136.429,107357.318,31.137,0.96,0.023,43.7,2.714
Panama,20/10/2021,470855,183.714,107462.303,41.929,0.98,0.028,35.7,3.571
Panama,21/10/2021,471060,213,107509.09,48.613,0.97,0.031,32.4,4
Panama,22/10/2021,471253,179.286,107553.138,40.918,0.96,0.024,41.2,2.571
Panama,23/10/2021,471403,200.714,107587.372,45.809,0.96,0.031,32.3,2.714
Panama,24/10/2021,471403,162.714,107587.372,37.136,0.95,0.025,39.6,2.286
Panama,25/10/2021,471669,182,107648.081,41.537,0.96,0.028,35.6,2.286
Panama,26/10/2021,471884,212.714,107697.15,48.547,0.95,0.033,30.2,2.857
Panama,27/10/2021,472057,171.714,107736.633,39.19,0.93,0.028,36.1,2
Panama,28/10/2021,472197,162.429,107768.585,37.071,0.93,0.026,38.5,1.571
Panama,29/10/2021,472398,163.571,107814.459,37.332,0.92,0.026,38.5,1.286
Panama,30/10/2021,472534,161.571,107845.498,36.875,0.92,0.025,39.8,1.143
Panama,31/10/2021,472664,180.143,107875.167,41.114,0.91,0.028,35.9,1.143
Panama,1/11/2021,472664,142.143,107875.167,32.441,0.91,0.022,45.4,0.714
Panama,2/11/2021,472877,141.857,107923.78,32.376,0.91,0.022,45.9,0.143
Panama,3/11/2021,473005,135.429,107952.993,30.909,0.91,0.022,45.3,0.857
Panama,4/11/2021,473089,127.429,107972.164,29.083,0.92,0.023,43.7,1
Paraguay,6/10/2021,460113,23.571,63730.731,3.265,0.85,0.013,76.9,1.429
Paraguay,7/10/2021,460113,20.857,63730.731,2.889,0.85,0.011,88.3,1
Paraguay,8/10/2021,460171,29.143,63738.765,4.037,0.89,0.016,64.3,1.143
Paraguay,9/10/2021,460171,24.857,63738.765,3.443,0.86,0.013,75.5,0.857
Paraguay,10/10/2021,460190,24,63741.397,3.324,0.85,0.013,78,0.857
Paraguay,11/10/2021,460218,22.429,63745.275,3.107,0.84,0.012,82.8,0.571
Paraguay,12/10/2021,460244,26.143,63748.876,3.621,0.84,0.014,70.5,0.571
Paraguay,13/10/2021,460277,23.429,63753.447,3.245,0.82,0.013,78.3,0.286
Paraguay,14/10/2021,460301,26.857,63756.771,3.72,0.81,0.015,68.2,0.429
Paraguay,15/10/2021,460322,21.571,63759.68,2.988,0.78,0.012,83.3,0.429
Paraguay,16/10/2021,460322,21.571,63759.68,2.988,0.76,0.012,83.6,0.429
Paraguay,17/10/2021,460322,18.857,63759.68,2.612,0.74,0.01,95.5,0.429
Paraguay,18/10/2021,460553,47.857,63791.676,6.629,0.75,0.027,37.7,3
Paraguay,19/10/2021,460582,48.286,63795.693,6.688,0.76,0.027,37.3,3
Paraguay,20/10/2021,460615,48.286,63800.264,6.688,0.77,0.027,37.4,3
Paraguay,21/10/2021,460646,49.286,63804.558,6.827,0.8,0.028,36.4,3
Paraguay,22/10/2021,460679,51,63809.128,7.064,0.83,0.028,35.5,2.857
Paraguay,23/10/2021,460679,51,63809.128,7.064,0.86,0.028,35.3,2.857
Paraguay,24/10/2021,460701,54.143,63812.176,7.499,0.91,0.03,33.3,3
Paraguay,25/10/2021,460754,28.714,63819.517,3.977,0.96,0.016,63.1,0.571
Paraguay,26/10/2021,460815,33.286,63827.966,4.61,1.01,0.018,54.6,0.714
Paraguay,27/10/2021,460894,39.857,63838.908,5.521,1.03,0.022,45.6,1.429
Paraguay,28/10/2021,460944,42.571,63845.834,5.897,1.01,0.023,42.9,2
Paraguay,29/10/2021,460944,37.857,63845.834,5.244,0.99,0.021,48.4,2
Paraguay,30/10/2021,460974,42.143,63849.989,5.837,1.02,0.023,43.6,2.286
Paraguay,31/10/2021,461006,43.571,63854.422,6.035,1.03,0.024,42.2,2.286
Paraguay,1/11/2021,461086,47.429,63865.502,6.569,1.05,0.026,38.9,2.429
Paraguay,2/11/2021,461132,45.286,63871.874,6.273,1.04,0.025,40.5,2.429
Paraguay,3/11/2021,461184,41.429,63879.077,5.738,1.02,0.023,44.1,2.571
Paraguay,4/11/2021,461225,40.143,63884.755,5.56,1.01,0.022,46,1.857
Peru,6/10/2021,2181183,839.714,65384.33,25.172,1,0.042,23.8,27.429
Peru,7/10/2021,2182106,971.571,65411.998,29.124,1,0.042,23.8,30.571
Peru,8/10/2021,2182982,814.143,65438.258,24.405,1,0.043,23.3,29.857
Peru,9/10/2021,2183589,777.429,65456.454,23.305,1.01,0.042,23.8,26.286
Peru,10/10/2021,2184223,754.857,65475.459,22.628,1.01,0.042,23.8,27.143
Peru,11/10/2021,2184676,819.571,65489.038,24.568,1.01,0.043,23.3,31.143
Peru,12/10/2021,2185355,743.714,65509.392,22.294,1.01,0.042,23.8,29.571
Peru,13/10/2021,2186246,723.286,65536.101,21.682,1.01,0.041,24.4,26.714
Peru,14/10/2021,2187368,751.714,65569.735,22.534,1.01,0.041,24.4,27.714
Peru,15/10/2021,2188351,767,65599.202,22.992,1.01,0.041,24.4,22.857
Peru,16/10/2021,2189165,796.571,65623.603,23.878,1.02,0.041,24.4,25
Peru,17/10/2021,2190009,826.571,65648.903,24.778,1.02,0.042,23.8,24
Peru,18/10/2021,2190396,817.143,65660.504,24.495,1.02,0.041,24.4,25.571
Peru,19/10/2021,2191171,830.857,65683.736,24.906,1.02,0.042,23.8,28.714
Peru,20/10/2021,2192205,851.286,65714.732,25.519,1.02,0.042,23.8,28.429
Peru,21/10/2021,2192205,691,65714.732,20.714,1.02,0.042,23.8,24.286
Peru,22/10/2021,2194132,825.857,65772.496,24.756,1.03,0.042,23.8,30.143
Peru,23/10/2021,2195101,848,65801.544,25.42,1.03,0.041,24.4,29
Peru,24/10/2021,2195859,835.714,65824.266,25.052,1.03,0.041,24.4,29.857
Peru,25/10/2021,2196259,837.571,65836.256,25.107,1.03,0.042,23.8,28.714
Peru,26/10/2021,2197052,840.143,65860.028,25.185,1.03,0.041,24.4,27.143
Peru,27/10/2021,2198038,833.286,65889.585,24.979,1.03,0.041,24.4,29.143
Peru,28/10/2021,2199036,975.857,65919.501,29.253,1.03,0.041,24.4,33.429
Peru,29/10/2021,2199876,820.571,65944.682,24.598,1.03,0.041,24.4,27.714
Peru,30/10/2021,2200908,829.571,65975.617,24.868,1.03,0.041,24.4,28.286
Peru,31/10/2021,2201796,848.143,66002.237,25.424,1.03,0.041,24.4,27.714
Peru,1/11/2021,2202189,847.143,66014.017,25.394,1.03,0.039,25.6,27.571
Peru,2/11/2021,2202189,733.857,66014.017,21.999,1.04,0.04,25,22.571
Peru,3/11/2021,2203310,753.143,66047.621,22.577,1.04,0.039,25.6,25.286
Peru,4/11/2021,2204424,769.714,66081.015,23.073,1.04,0.039,25.6,24.429
Philippines,6/10/2021,2622917,12455,23619.901,112.16,0.77,0.195,5.1,94.857
Philippines,7/10/2021,2622917,10421.571,23619.901,93.848,0.77,0.166,6,76.286
Philippines,8/10/2021,2643494,11143.857,23805.201,100.353,0.8,0.182,5.5,105.571
Philippines,9/10/2021,2654450,10611,23903.862,95.554,0.79,0.176,5.7,121.286
Philippines,10/10/2021,2666562,10451.857,24012.933,94.121,0.78,0.178,5.6,122.286
Philippines,11/10/2021,2674814,10110.571,24087.244,91.048,0.77,0.176,5.7,118.857
Philippines,12/10/2021,2683372,10043.143,24164.31,90.441,0.76,0.177,5.6,152.571
Philippines,13/10/2021,2690455,9648.286,24228.094,86.885,0.74,0.174,5.7,177.286
Philippines,14/10/2021,2698232,10759.286,24298.128,96.89,0.73,0.198,5.1,199
Philippines,15/10/2021,2705792,8899.714,24366.207,80.144,0.7,0.164,6.1,170.286
Philippines,16/10/2021,2713509,8437,24435.7,75.977,0.69,0.156,6.4,153.571
Philippines,17/10/2021,2720368,7686.571,24497.467,69.219,0.69,0.142,7,150.143
Philippines,18/10/2021,2727286,7496,24559.765,67.503,0.69,0.138,7.2,157.286
Philippines,19/10/2021,2731735,6909,24599.829,62.217,0.68,0.128,7.8,153.714
Philippines,20/10/2021,2735369,6416.286,24632.554,57.78,0.68,0.119,8.4,129.714
Philippines,21/10/2021,2740111,5982.714,24675.257,53.876,0.68,0.111,9,145.143
Philippines,22/10/2021,2745889,5728.143,24727.289,51.583,0.67,0.107,9.3,156.571
Philippines,23/10/2021,2751667,5451.143,24779.321,49.089,0.69,0.105,9.6,143.571
Philippines,24/10/2021,2756923,5222.143,24826.652,47.026,0.7,0.101,9.9,159.714
Philippines,25/10/2021,2761307,4860.143,24866.131,43.767,0.71,0.095,10.5,168.714
Philippines,26/10/2021,2765672,4848.143,24905.439,43.659,0.71,0.096,10.4,157.857
Philippines,27/10/2021,2768849,4782.857,24934.048,43.071,0.72,0.096,10.4,195.857
Philippines,28/10/2021,2768849,4105.429,24934.048,36.97,0.72,0.085,11.8,158.714
Philippines,29/10/2021,2779943,4864.857,25033.952,43.809,0.75,0.103,9.7,157.286
Philippines,30/10/2021,2783896,4604.143,25069.549,41.461,0.71,0.099,10.1,208.429
Philippines,31/10/2021,2787276,4336.143,25099.987,39.048,0.68,0.094,10.6,197
Philippines,1/11/2021,2790375,4152.571,25127.894,37.395,0.65,0.094,10.7,190.571
Philippines,2/11/2021,2792656,3854.857,25148.435,34.714,0.62,0.092,10.9,189.571
Philippines,3/11/2021,2793898,3578.429,25159.619,32.224,0.6,0.087,11.5,176.857
Philippines,4/11/2021,2795642,3827.571,25175.325,34.468,0.59,0.094,10.6,211
Poland,6/10/2021,2914962,1299.429,77121.518,34.379,1.42,0.035,28.8,21.571
Poland,7/10/2021,2916969,1414,77174.617,37.41,1.42,0.038,26.7,21.857
Poland,8/10/2021,2918863,1490.143,77224.727,39.425,1.4,0.04,24.9,24
Poland,9/10/2021,2920874,1585.429,77277.932,41.946,1.4,0.043,23.2,25
